List-ID,image_score,n_ratings,Strassenname,Name
107,3.5,4,Georg-Voigt-Strasse_60325,Georg-Voigt-Strasse_60325.jpeg
108,4.076923076923077,13,Licher_Strasse_60389,Licher_Strasse_60389.jpeg
109,3.5714285714285716,7,Herbert-Boehm-Strasse_60528,Herbert-Boehm-Strasse_60528.jpeg
110,4.0,9,Haendelstrasse_60318,Haendelstrasse_60318.jpeg
111,4.0,9,Corneliusstrasse_60325,Corneliusstrasse_60325.jpeg
112,3.6666666666666665,15,Moenchhofstrasse_60326,Moenchhofstrasse_60326.jpeg
113,4.25,12,Rotteckstrasse_60316,Rotteckstrasse_60316.jpeg
114,2.7857142857142856,14,Kamelienstrasse_65929,Kamelienstrasse_65929.jpeg
115,4.0,9,Elsheimerstrasse_60322,Elsheimerstrasse_60322.jpeg
116,4.0,13,Amtsgasse_65929,Amtsgasse_65929.jpeg
117,4.25,8,Beselerstrasse_60385,Beselerstrasse_60385.jpeg
118,3.75,8,Bornheimer_Landwehr_60385,Bornheimer_Landwehr_60385.jpeg
119,4.4,10,Herbert-von-Meister-Strasse_65931,Herbert-von-Meister-Strasse_65931.jpeg
120,4.25,8,Martin-Luther-Strasse_60316,Martin-Luther-Strasse_60316.jpeg
121,4.0,7,Casparistrasse_60435,Casparistrasse_60435.jpeg
122,3.5555555555555554,9,Galvanistrasse_60486,Galvanistrasse_60486.jpeg
123,3.857142857142857,7,Westendstrasse_60325,Westendstrasse_60325.jpeg
124,4.125,8,An_der_Pfaffenmauer_60388,An_der_Pfaffenmauer_60388.jpeg
125,3.3333333333333335,3,Melanchthonplatz_60599,Melanchthonplatz_60599.jpeg
126,3.625,8,Einbaumstrasse_65933,Einbaumstrasse_65933.jpeg
127,3.5384615384615383,13,Herriotstrasse_60528,Herriotstrasse_60528.jpeg
128,3.3,10,Am_Galgenberg_60389,Am_Galgenberg_60389.jpeg
129,4.1,10,Bornweidstrasse_60388,Bornweidstrasse_60388.jpeg
130,3.8461538461538463,13,Platz_der_vergessenen_Kinder_60596,Platz_der_vergessenen_Kinder_60596.jpeg
131,4.0,12,Carlo-Schmid-Platz_60325,Carlo-Schmid-Platz_60325.jpeg
132,4.444444444444445,9,Liederbacher_Strasse_65929,Liederbacher_Strasse_65929.jpeg
133,4.0,9,Egestrasse_60488,Egestrasse_60488.jpeg
134,3.6923076923076925,13,Franz-Simon-Strasse_65934,Franz-Simon-Strasse_65934.jpeg
135,3.75,12,Neuer_Wall_60594,Neuer_Wall_60594.jpeg
136,4.111111111111111,9,Hammersbacher_Weg_60388,Hammersbacher_Weg_60388.jpeg
137,4.25,8,Blankenheimer_Strasse_60529,Blankenheimer_Strasse_60529.jpeg
138,2.0,9,Am_Martinszehnten_60437,Am_Martinszehnten_60437.jpeg
139,3.6,10,Azaleenweg_60433,Azaleenweg_60433.jpeg
140,3.7857142857142856,14,Hans-Thoma-Strasse_60596,Hans-Thoma-Strasse_60596.jpeg
141,4.333333333333333,12,An_der_Wolfsweide_60435,An_der_Wolfsweide_60435.jpeg
142,4.416666666666667,12,Hannah-Arendt-Strasse_60438,Hannah-Arendt-Strasse_60438.jpeg
143,4.583333333333333,12,Briandring_60598,Briandring_60598.jpeg
144,4.166666666666667,6,Alt-Roedelheim_60489,Alt-Roedelheim_60489.jpeg
145,4.285714285714286,7,Rauschenberger_Strasse_60433,Rauschenberger_Strasse_60433.jpeg
146,3.9166666666666665,12,Breslauer_Strasse_60598,Breslauer_Strasse_60598.jpeg
147,2.5555555555555554,9,Stralsunder_Strasse_60323,Stralsunder_Strasse_60323.jpeg
148,3.7142857142857144,7,Pfungststrasse_60314,Pfungststrasse_60314.jpeg
149,4.454545454545454,11,Altkoenigstrasse_60323,Altkoenigstrasse_60323.jpeg
150,3.5555555555555554,9,Quirinsstrasse_60599,Quirinsstrasse_60599.jpeg
151,3.888888888888889,9,Justinianstrasse_60322,Justinianstrasse_60322.jpeg
152,3.8181818181818183,11,Georg-Speyer-Strasse_60487,Georg-Speyer-Strasse_60487.jpeg
153,3.6,10,Nachtigallenweg_65929,Nachtigallenweg_65929.jpeg
154,3.6666666666666665,9,Karl-Albert-Strasse_60385,Karl-Albert-Strasse_60385.jpeg
155,3.7857142857142856,14,Am_Muehlkanal_60599,Am_Muehlkanal_60599.jpeg
156,4.454545454545454,11,Amoeneburger_Strasse_60433,Amoeneburger_Strasse_60433.jpeg
157,3.6666666666666665,6,Humperdinckstrasse_60598,Humperdinckstrasse_60598.jpeg
158,4.4,10,Roedelheimer_Strasse_60487,Roedelheimer_Strasse_60487.jpeg
159,4.0,9,Aystettstrasse_60322,Aystettstrasse_60322.jpeg
160,4.3125,16,Am_Wasserturm_60435,Am_Wasserturm_60435.jpeg
161,3.823529411764706,17,Lindenstrasse_60325,Lindenstrasse_60325.jpeg
162,3.875,8,Unter_den_Linden_60596,Unter_den_Linden_60596.jpeg
163,3.375,8,Jakob-Latscha-Strasse_60314,Jakob-Latscha-Strasse_60314.jpeg
164,4.0,4,Sindlinger_Strasse_60326,Sindlinger_Strasse_60326.jpeg
165,3.4,15,Leuchte_60388,Leuchte_60388.jpeg
166,3.9,10,Habichtsweg_60437,Habichtsweg_60437.jpeg
167,3.2857142857142856,7,Adolf-Miersch-Strasse_60528,Adolf-Miersch-Strasse_60528.jpeg
168,4.777777777777778,9,Am_Treutengraben_60488,Am_Treutengraben_60488.jpeg
169,2.75,12,Caecilienstrasse_60433,Caecilienstrasse_60433.jpeg
170,2.75,4,Emser_Strasse_60486,Emser_Strasse_60486.jpeg
171,3.0526315789473686,19,Am_Oberforsthaus_60528,Am_Oberforsthaus_60528.jpeg
172,3.8,10,Niddastrasse_60327,Niddastrasse_60327.jpeg
173,3.7777777777777777,9,Skylineblick_60438,Skylineblick_60438.jpeg
174,2.4705882352941178,17,Grueneburgpark_60323,Grueneburgpark_60323.jpeg
175,3.5555555555555554,9,Miquelallee_60487,Miquelallee_60487.jpeg
176,4.545454545454546,11,An_der_Mannsfaust_60599,An_der_Mannsfaust_60599.jpeg
177,4.0,6,Welschgrabenstrasse_65931,Welschgrabenstrasse_65931.jpeg
178,3.25,8,Juergen-Ponto-Platz_60329,Juergen-Ponto-Platz_60329.jpeg
179,4.222222222222222,9,Wilhelm-Koppel-Weg_65934,Wilhelm-Koppel-Weg_65934.jpeg
180,3.5,6,Am_Wetterhahn_60437,Am_Wetterhahn_60437.jpeg
181,4.545454545454546,11,Theodor-Heuss-Allee_60327,Theodor-Heuss-Allee_60327.jpeg
182,4.0,10,Unterer_Atzemer_60316,Unterer_Atzemer_60316.jpeg
183,3.5,4,Johanniskirchplatz_60385,Johanniskirchplatz_60385.jpeg
184,3.4615384615384617,13,Auf_der_Platte_60435,Auf_der_Platte_60435.jpeg
185,4.444444444444445,9,Peter-Henlein-Strasse_60435,Peter-Henlein-Strasse_60435.jpeg
186,3.4166666666666665,12,Freudenberger_Strasse_60599,Freudenberger_Strasse_60599.jpeg
187,3.5714285714285716,7,Nussbaumstrasse_60385,Nussbaumstrasse_60385.jpeg
188,3.9,10,Scheerengasse_60599,Scheerengasse_60599.jpeg
189,3.75,12,Nesselbuschstrasse_60439,Nesselbuschstrasse_60439.jpeg
190,3.3333333333333335,6,Hinter_der_Krebsmuehle_60439,Hinter_der_Krebsmuehle_60439.jpeg
191,3.5,14,Buber-Neumann-Weg_60439,Buber-Neumann-Weg_60439.jpeg
192,3.6666666666666665,9,Friedrich-List-Strasse_60386,Friedrich-List-Strasse_60386.jpeg
193,3.6,5,Morsestrasse_60486,Morsestrasse_60486.jpeg
194,4.166666666666667,6,Textorstrasse_60596,Textorstrasse_60596.jpeg
195,4.5,6,Hermannspforte_60437,Hermannspforte_60437.jpeg
196,2.5,8,Ampèrestrasse_60486,Ampèrestrasse_60486.jpeg
197,2.4285714285714284,7,Breitenbachstrasse_60487,Breitenbachstrasse_60487.jpeg
198,4.375,8,Herbartstrasse_60316,Herbartstrasse_60316.jpeg
199,2.2222222222222223,9,Dreieichstrasse_60594,Dreieichstrasse_60594.jpeg
200,3.9,10,Franz-Kafka-Strasse_60431,Franz-Kafka-Strasse_60431.jpeg
201,4.166666666666667,6,Mierendorffstrasse_60320,Mierendorffstrasse_60320.jpeg
202,4.454545454545454,11,Ebereschenweg_60433,Ebereschenweg_60433.jpeg
203,3.6666666666666665,9,Schrimpegasse_60529,Schrimpegasse_60529.jpeg
204,3.6666666666666665,3,Westerbachstrasse_65936,Westerbachstrasse_65936.jpeg
205,4.2,10,Howaldtstrasse_60314,Howaldtstrasse_60314.jpeg
206,3.75,8,Bachforellenweg_60327,Bachforellenweg_60327.jpeg
207,3.75,8,Leerbachstrasse_60322,Leerbachstrasse_60322.jpeg
208,4.25,12,An_der_Wellenburg_60437,An_der_Wellenburg_60437.jpeg
209,3.75,4,Haeussermannstrasse_65933,Haeussermannstrasse_65933.jpeg
210,4.2,5,Goldsteinstrasse_60528,Goldsteinstrasse_60528.jpeg
211,3.9166666666666665,12,Bruchfeldstrasse_60528,Bruchfeldstrasse_60528.jpeg
212,4.285714285714286,7,An_der_Seehecke_60386,An_der_Seehecke_60386.jpeg
213,3.4285714285714284,7,Boenstaedter_Strasse_60385,Boenstaedter_Strasse_60385.jpeg
214,4.214285714285714,14,Schwedenpfad_65934,Schwedenpfad_65934.jpeg
215,3.2,5,Guerickestrasse_60488,Guerickestrasse_60488.jpeg
216,3.857142857142857,7,Schleiermacherstrasse_60316,Schleiermacherstrasse_60316.jpeg
217,3.0,8,Leunastrasse_65929,Leunastrasse_65929.jpeg
218,4.333333333333333,6,Waldmeisterpfad_65933,Waldmeisterpfad_65933.jpeg
219,3.3125,16,Justinuskirchstrasse_65929,Justinuskirchstrasse_65929.jpeg
220,4.0,8,Landgraben_60388,Landgraben_60388.jpeg
221,2.4444444444444446,9,Landauer_Strasse_65934,Landauer_Strasse_65934.jpeg
222,3.5714285714285716,7,Hansenweg_60599,Hansenweg_60599.jpeg
223,4.090909090909091,11,Hinterm_Hain_60437,Hinterm_Hain_60437.jpeg
224,3.7142857142857144,14,Gellertstrasse_60389,Gellertstrasse_60389.jpeg
225,4.0,11,Koelner_Strasse_60327,Koelner_Strasse_60327.jpeg
226,3.588235294117647,17,Holbeinsteg_60596,Holbeinsteg_60596.jpeg
227,3.888888888888889,9,Ruehlstrasse_60433,Ruehlstrasse_60433.jpeg
228,2.764705882352941,17,Niederraeder_Ufer_60528,Niederraeder_Ufer_60528.jpeg
229,3.4444444444444446,9,Am_Stiegelschlag_60385,Am_Stiegelschlag_60385.jpeg
230,4.142857142857143,7,Auerstrasse_65929,Auerstrasse_65929.jpeg
231,4.071428571428571,14,Am_Dornbusch_60320,Am_Dornbusch_60320.jpeg
232,3.6363636363636362,11,Heinz-Raspe-Platz_60314,Heinz-Raspe-Platz_60314.jpeg
233,4.2,5,Rehstrasse_65933,Rehstrasse_65933.jpeg
234,3.4285714285714284,14,Am_Weingarten_60487,Am_Weingarten_60487.jpeg
235,3.375,8,Wichernstrasse_60389,Wichernstrasse_60389.jpeg
236,4.0,12,Rembrandtstrasse_60596,Rembrandtstrasse_60596.jpeg
237,4.2,10,Boerneplatz_60311,Boerneplatz_60311.jpeg
238,4.153846153846154,13,Luciusstrasse_65929,Luciusstrasse_65929.jpeg
239,4.166666666666667,6,Glauburgstrasse_60318,Glauburgstrasse_60318.jpeg
240,3.6666666666666665,6,Ernst-May-Platz_60385,Ernst-May-Platz_60385.jpeg
241,4.0,12,Sophienstrasse_60487,Sophienstrasse_60487.jpeg
242,3.4285714285714284,7,Paulistrasse_65929,Paulistrasse_65929.jpeg
243,3.8461538461538463,13,Mainzer_Landstrasse_60326,Mainzer_Landstrasse_60326.jpeg
244,3.888888888888889,9,Goldammerstrasse_60528,Goldammerstrasse_60528.jpeg
245,3.6923076923076925,13,Friedrich-Wilhelm-von-Steuben-Strasse_60488,Friedrich-Wilhelm-von-Steuben-Strasse_60488.jpeg
246,3.9,10,Wilhelm-Leuschner-Strasse_60329,Wilhelm-Leuschner-Strasse_60329.jpeg
247,4.2,5,Hausener_Obergasse_60488,Hausener_Obergasse_60488.jpeg
248,4.125,8,Theodor-Stern-Kai_60596,Theodor-Stern-Kai_60596.jpeg
249,4.166666666666667,6,Hainer_Weg_60599,Hainer_Weg_60599.jpeg
250,4.0,10,Im_Trieb_60389,Im_Trieb_60389.jpeg
251,4.181818181818182,11,Untermainkai_60311,Untermainkai_60311.jpeg
252,3.6666666666666665,12,Fuellerstrasse_60431,Fuellerstrasse_60431.jpeg
253,2.5,4,Humserstrasse_60320,Humserstrasse_60320.jpeg
254,3.5,12,Kehreinstrasse_65934,Kehreinstrasse_65934.jpeg
255,2.1,10,Honsellbruecke_60314,Honsellbruecke_60314.jpeg
256,3.7777777777777777,9,Droysenstrasse_60385,Droysenstrasse_60385.jpeg
257,4.625,8,Trajanstrasse_60439,Trajanstrasse_60439.jpeg
258,3.6666666666666665,6,Solmsstrasse_60486,Solmsstrasse_60486.jpeg
259,4.0,14,Graefendeichstrasse_60599,Graefendeichstrasse_60599.jpeg
260,4.0,9,Buchrainplatz_60599,Buchrainplatz_60599.jpeg
261,4.0,8,Hasselhorstweg_60599,Hasselhorstweg_60599.jpeg
262,2.6,5,Max-Horkheimer-Strasse_60323,Max-Horkheimer-Strasse_60323.jpeg
263,3.875,8,Anspacher_Strasse_60326,Anspacher_Strasse_60326.jpeg
264,4.166666666666667,12,Josbacher_Strasse_60326,Josbacher_Strasse_60326.jpeg
265,3.888888888888889,9,Ruesterstrasse_60325,Ruesterstrasse_60325.jpeg
266,4.666666666666667,6,Leipziger_Strasse_60487,Leipziger_Strasse_60487.jpeg
267,3.5714285714285716,7,Grosse_Gallusstrasse_60312,Grosse_Gallusstrasse_60312.jpeg
268,3.3076923076923075,13,Garbenstrasse_60327,Garbenstrasse_60327.jpeg
269,3.8,5,Mainkai_60311,Mainkai_60311.jpeg
270,2.625,8,Heinrich-Luebke-Strasse_60488,Heinrich-Luebke-Strasse_60488.jpeg
271,3.888888888888889,9,Grosse_Fischerstrasse_60311,Grosse_Fischerstrasse_60311.jpeg
272,4.5,4,Platanenstrasse_65933,Platanenstrasse_65933.jpeg
273,4.0,11,Ziegelei-Allee_60488,Ziegelei-Allee_60488.jpeg
274,3.2857142857142856,14,Vogesenstrasse_60529,Vogesenstrasse_60529.jpeg
275,4.0,9,Goethestrasse_60313,Goethestrasse_60313.jpeg
276,4.0,10,Grosse_Nelkenstrasse_60488,Grosse_Nelkenstrasse_60488.jpeg
277,3.933333333333333,15,Feuerbachstrasse_60325,Feuerbachstrasse_60325.jpeg
278,3.625,8,Woogstrasse_60431,Woogstrasse_60431.jpeg
279,4.2,5,Mitscherlichplatz_60323,Mitscherlichplatz_60323.jpeg
280,3.5555555555555554,9,Battonnstrasse_60311,Battonnstrasse_60311.jpeg
281,4.071428571428571,14,Rossertstrasse_60323,Rossertstrasse_60323.jpeg
282,3.5,8,Schwalbacher_Strasse_60326,Schwalbacher_Strasse_60326.jpeg
283,4.0,9,Kopernikusstrasse_65929,Kopernikusstrasse_65929.jpeg
284,3.888888888888889,9,Zorbachstrasse_60435,Zorbachstrasse_60435.jpeg
285,4.166666666666667,6,Ahornstrasse_65933,Ahornstrasse_65933.jpeg
286,4.133333333333334,15,Landgrafenstrasse_60487,Landgrafenstrasse_60487.jpeg
287,4.2727272727272725,11,Caecilie-Breckheimer-Platz_60386,Caecilie-Breckheimer-Platz_60386.jpeg
288,3.8333333333333335,6,Gruene_Strasse_60316,Gruene_Strasse_60316.jpeg
289,3.9166666666666665,12,Albanusstrasse_65929,Albanusstrasse_65929.jpeg
290,3.0,11,Kochstrasse_60599,Kochstrasse_60599.jpeg
291,3.6,10,Kobbachstrasse_60433,Kobbachstrasse_60433.jpeg
292,3.75,4,Koenigsteiner_Strasse_65929,Koenigsteiner_Strasse_65929.jpeg
293,4.111111111111111,9,Eichendorffstrasse_60320,Eichendorffstrasse_60320.jpeg
294,3.0,1,Dorfelder_Strasse_60385,Dorfelder_Strasse_60385.jpeg
295,3.625,8,Kleiner_Hirschgraben_60311,Kleiner_Hirschgraben_60311.jpeg
296,4.0,8,Roederbergweg_60316,Roederbergweg_60316.jpeg
297,3.090909090909091,11,Mailaender_Strasse_60598,Mailaender_Strasse_60598.jpeg
298,3.5,10,Griesheimer_Stadtweg_60327,Griesheimer_Stadtweg_60327.jpeg
299,3.5,8,Jakob-Heller-Strasse_60320,Jakob-Heller-Strasse_60320.jpeg
300,2.6666666666666665,6,Leunabruecke_60529,Leunabruecke_60529.jpeg
301,3.7,10,Im_Sperber_60388,Im_Sperber_60388.jpeg
302,4.0,8,Allerheiligenstrasse_60313,Allerheiligenstrasse_60313.jpeg
303,4.0,11,Leonhardsgasse_60389,Leonhardsgasse_60389.jpeg
304,4.384615384615385,13,Johannesallee_65929,Johannesallee_65929.jpeg
305,3.3636363636363638,11,Kurt-Schumacher-Strasse_60311,Kurt-Schumacher-Strasse_60311.jpeg
306,4.5,8,Chattenweg_65929,Chattenweg_65929.jpeg
307,4.444444444444445,9,Miltenberger_Strasse_60599,Miltenberger_Strasse_60599.jpeg
308,3.4,10,Volgersbrunnenweg_60386,Volgersbrunnenweg_60386.jpeg
309,4.0,7,Auf_der_Lindenhoehe_60433,Auf_der_Lindenhoehe_60433.jpeg
310,2.0,12,Burgholzer_Platz_60433,Burgholzer_Platz_60433.jpeg
311,3.090909090909091,11,Karl-Gerold-Platz_60594,Karl-Gerold-Platz_60594.jpeg
312,4.625,8,Herborner_Strasse_60439,Herborner_Strasse_60439.jpeg
313,4.0,10,Liebknechtstrasse_65929,Liebknechtstrasse_65929.jpeg
314,3.4,10,Anemonenpfad_65933,Anemonenpfad_65933.jpeg
315,3.090909090909091,11,Am_Brennhaus_65933,Am_Brennhaus_65933.jpeg
316,3.75,8,Bischofsweg_60598,Bischofsweg_60598.jpeg
317,3.0,9,In_der_Schildwacht_65933,In_der_Schildwacht_65933.jpeg
318,4.375,8,Sinner_Weg_60439,Sinner_Weg_60439.jpeg
319,2.8333333333333335,12,Sandhofstrasse_60528,Sandhofstrasse_60528.jpeg
320,4.444444444444445,9,Am_Rebenborn_60388,Am_Rebenborn_60388.jpeg
321,3.7,10,Carl-von-Noorden-Platz_60596,Carl-von-Noorden-Platz_60596.jpeg
322,4.2,10,Mainluststrasse_60329,Mainluststrasse_60329.jpeg
323,4.066666666666666,15,Landvogtstrasse_60320,Landvogtstrasse_60320.jpeg
324,3.272727272727273,11,Martin-Weber-Platz_60385,Martin-Weber-Platz_60385.jpeg
325,3.6923076923076925,13,Pfingstbrunnenstrasse_60486,Pfingstbrunnenstrasse_60486.jpeg
