List-ID,image_score,n_ratings,Strassenname,Name
71,2.0,7,Selma-Lagerloef-Strasse_60431,Selma-Lagerloef-Strasse_60431.jpeg
72,1.6666666666666667,12,Bruderhofstrasse_60388,Bruderhofstrasse_60388.jpeg
73,1.75,4,Berner_Strasse_60437,Berner_Strasse_60437.jpeg
74,1.0,3,August-Laubenheimer-Strasse_65929,August-Laubenheimer-Strasse_65929.jpeg
75,2.0,7,Neuhofstrasse_60318,Neuhofstrasse_60318.jpeg
76,2.2,5,Launitzstrasse_60594,Launitzstrasse_60594.jpeg
77,1.3333333333333333,9,Wallfahrtsweg_60389,Wallfahrtsweg_60389.jpeg
78,1.7777777777777777,9,Neugasse_60437,Neugasse_60437.jpeg
79,2.111111111111111,9,Dottenfeldstrasse_65936,Dottenfeldstrasse_65936.jpeg
80,3.1818181818181817,11,Rangenbergstrasse_60388,Rangenbergstrasse_60388.jpeg
81,2.6666666666666665,6,Golub-Lebedenko-Platz_60326,Golub-Lebedenko-Platz_60326.jpeg
82,1.5,4,Schichaustrasse_60314,Schichaustrasse_60314.jpeg
83,2.142857142857143,7,Rotlintstrasse_60389,Rotlintstrasse_60389.jpeg
84,2.909090909090909,11,Hanauer_Landstrasse_60314,Hanauer_Landstrasse_60314.jpeg
85,2.4,5,Biebergasse_60313,Biebergasse_60313.jpeg
86,1.6666666666666667,3,Jahnstrasse_60318,Jahnstrasse_60318.jpeg
87,1.6,5,Brueningstrasse_65929,Brueningstrasse_65929.jpeg
88,1.75,12,Roemerstadtsteg_60439,Roemerstadtsteg_60439.jpeg
89,2.25,4,Radilostrasse_60489,Radilostrasse_60489.jpeg
90,3.0,7,Am_Buchbaum_60437,Am_Buchbaum_60437.jpeg
91,1.8333333333333333,6,Am_Riederbruch_60386,Am_Riederbruch_60386.jpeg
92,2.0,3,Eysseneckstrasse_60322,Eysseneckstrasse_60322.jpeg
93,1.875,16,Erlenbacher_Stadtweg_60437,Erlenbacher_Stadtweg_60437.jpeg
94,3.0,5,Tarnowitzer_Strasse_65933,Tarnowitzer_Strasse_65933.jpeg
95,1.8333333333333333,6,Propst-Goebels-Weg_60389,Propst-Goebels-Weg_60389.jpeg
96,2.0,10,Wittelsbacherallee_60385,Wittelsbacherallee_60385.jpeg
97,2.0,5,Soemmerringstrasse_60322,Soemmerringstrasse_60322.jpeg
98,2.375,8,Ludwigstrasse_60327,Ludwigstrasse_60327.jpeg
99,2.142857142857143,7,Schalkwiesenweg_60488,Schalkwiesenweg_60488.jpeg
100,1.5,8,Aussiger_Strasse_60598,Aussiger_Strasse_60598.jpeg
101,2.5,8,Polizeimeister-Kaspar-Strasse_60320,Polizeimeister-Kaspar-Strasse_60320.jpeg
102,1.8333333333333333,6,Schwarzwaldstrasse_60528,Schwarzwaldstrasse_60528.jpeg
103,1.5,4,Hoechster_Schlossplatz_65929,Hoechster_Schlossplatz_65929.jpeg
104,1.8,5,Am_Lohwald_60488,Am_Lohwald_60488.jpeg
105,1.2,5,Jakob-Quirin-Weg_60437,Jakob-Quirin-Weg_60437.jpeg
106,2.0,5,Wirschelweg_60437,Wirschelweg_60437.jpeg
107,1.4,10,Georg-Voigt-Strasse_60325,Georg-Voigt-Strasse_60325.jpeg
108,2.0,4,Licher_Strasse_60389,Licher_Strasse_60389.jpeg
109,1.6666666666666667,6,Herbert-Boehm-Strasse_60528,Herbert-Boehm-Strasse_60528.jpeg
110,1.5,2,Haendelstrasse_60318,Haendelstrasse_60318.jpeg
111,1.5,4,Corneliusstrasse_60325,Corneliusstrasse_60325.jpeg
112,2.1666666666666665,6,Moenchhofstrasse_60326,Moenchhofstrasse_60326.jpeg
113,1.8333333333333333,6,Rotteckstrasse_60316,Rotteckstrasse_60316.jpeg
114,1.1428571428571428,7,Kamelienstrasse_65929,Kamelienstrasse_65929.jpeg
115,3.0,2,Elsheimerstrasse_60322,Elsheimerstrasse_60322.jpeg
116,1.6666666666666667,3,Amtsgasse_65929,Amtsgasse_65929.jpeg
117,2.5,2,Beselerstrasse_60385,Beselerstrasse_60385.jpeg
118,2.3636363636363638,11,Bornheimer_Landwehr_60385,Bornheimer_Landwehr_60385.jpeg
119,2.1818181818181817,11,Herbert-von-Meister-Strasse_65931,Herbert-von-Meister-Strasse_65931.jpeg
120,3.125,8,Martin-Luther-Strasse_60316,Martin-Luther-Strasse_60316.jpeg
121,1.7777777777777777,9,Casparistrasse_60435,Casparistrasse_60435.jpeg
122,2.142857142857143,7,Galvanistrasse_60486,Galvanistrasse_60486.jpeg
123,1.8333333333333333,6,Westendstrasse_60325,Westendstrasse_60325.jpeg
124,2.5555555555555554,9,An_der_Pfaffenmauer_60388,An_der_Pfaffenmauer_60388.jpeg
125,2.0,5,Melanchthonplatz_60599,Melanchthonplatz_60599.jpeg
126,2.6666666666666665,6,Einbaumstrasse_65933,Einbaumstrasse_65933.jpeg
127,2.0,2,Herriotstrasse_60528,Herriotstrasse_60528.jpeg
128,1.4285714285714286,7,Am_Galgenberg_60389,Am_Galgenberg_60389.jpeg
129,1.8333333333333333,6,Bornweidstrasse_60388,Bornweidstrasse_60388.jpeg
130,1.8,5,Platz_der_vergessenen_Kinder_60596,Platz_der_vergessenen_Kinder_60596.jpeg
131,2.75,4,Carlo-Schmid-Platz_60325,Carlo-Schmid-Platz_60325.jpeg
132,2.142857142857143,7,Liederbacher_Strasse_65929,Liederbacher_Strasse_65929.jpeg
133,1.75,4,Egestrasse_60488,Egestrasse_60488.jpeg
134,1.8571428571428572,7,Franz-Simon-Strasse_65934,Franz-Simon-Strasse_65934.jpeg
135,2.3333333333333335,12,Neuer_Wall_60594,Neuer_Wall_60594.jpeg
136,2.375,8,Hammersbacher_Weg_60388,Hammersbacher_Weg_60388.jpeg
137,2.0,2,Blankenheimer_Strasse_60529,Blankenheimer_Strasse_60529.jpeg
138,1.1428571428571428,7,Am_Martinszehnten_60437,Am_Martinszehnten_60437.jpeg
139,2.0,7,Azaleenweg_60433,Azaleenweg_60433.jpeg
140,1.75,4,Hans-Thoma-Strasse_60596,Hans-Thoma-Strasse_60596.jpeg
141,2.857142857142857,7,An_der_Wolfsweide_60435,An_der_Wolfsweide_60435.jpeg
142,2.8333333333333335,6,Hannah-Arendt-Strasse_60438,Hannah-Arendt-Strasse_60438.jpeg
143,2.5714285714285716,7,Briandring_60598,Briandring_60598.jpeg
144,2.0,2,Alt-Roedelheim_60489,Alt-Roedelheim_60489.jpeg
145,2.6,5,Rauschenberger_Strasse_60433,Rauschenberger_Strasse_60433.jpeg
146,2.25,8,Breslauer_Strasse_60598,Breslauer_Strasse_60598.jpeg
147,2.3333333333333335,3,Stralsunder_Strasse_60323,Stralsunder_Strasse_60323.jpeg
148,1.6,10,Pfungststrasse_60314,Pfungststrasse_60314.jpeg
149,2.3333333333333335,6,Altkoenigstrasse_60323,Altkoenigstrasse_60323.jpeg
150,2.0,7,Quirinsstrasse_60599,Quirinsstrasse_60599.jpeg
151,2.142857142857143,7,Justinianstrasse_60322,Justinianstrasse_60322.jpeg
152,3.0,3,Georg-Speyer-Strasse_60487,Georg-Speyer-Strasse_60487.jpeg
153,2.375,8,Nachtigallenweg_65929,Nachtigallenweg_65929.jpeg
154,2.6666666666666665,3,Karl-Albert-Strasse_60385,Karl-Albert-Strasse_60385.jpeg
155,2.0,4,Am_Muehlkanal_60599,Am_Muehlkanal_60599.jpeg
156,2.5,6,Amoeneburger_Strasse_60433,Amoeneburger_Strasse_60433.jpeg
157,1.6666666666666667,6,Humperdinckstrasse_60598,Humperdinckstrasse_60598.jpeg
158,2.2857142857142856,7,Roedelheimer_Strasse_60487,Roedelheimer_Strasse_60487.jpeg
159,3.0,2,Aystettstrasse_60322,Aystettstrasse_60322.jpeg
160,2.5714285714285716,7,Am_Wasserturm_60435,Am_Wasserturm_60435.jpeg
161,1.75,8,Lindenstrasse_60325,Lindenstrasse_60325.jpeg
162,2.25,4,Unter_den_Linden_60596,Unter_den_Linden_60596.jpeg
163,1.4,5,Jakob-Latscha-Strasse_60314,Jakob-Latscha-Strasse_60314.jpeg
164,2.4,5,Sindlinger_Strasse_60326,Sindlinger_Strasse_60326.jpeg
165,1.8,5,Leuchte_60388,Leuchte_60388.jpeg
166,2.3333333333333335,9,Habichtsweg_60437,Habichtsweg_60437.jpeg
167,2.0,6,Adolf-Miersch-Strasse_60528,Adolf-Miersch-Strasse_60528.jpeg
168,2.4,5,Am_Treutengraben_60488,Am_Treutengraben_60488.jpeg
169,1.3333333333333333,6,Caecilienstrasse_60433,Caecilienstrasse_60433.jpeg
170,2.0,8,Emser_Strasse_60486,Emser_Strasse_60486.jpeg
171,1.6666666666666667,3,Am_Oberforsthaus_60528,Am_Oberforsthaus_60528.jpeg
172,1.625,8,Niddastrasse_60327,Niddastrasse_60327.jpeg
173,2.142857142857143,7,Skylineblick_60438,Skylineblick_60438.jpeg
174,1.0,5,Grueneburgpark_60323,Grueneburgpark_60323.jpeg
175,1.75,8,Miquelallee_60487,Miquelallee_60487.jpeg
176,1.7142857142857142,7,An_der_Mannsfaust_60599,An_der_Mannsfaust_60599.jpeg
177,2.3,10,Welschgrabenstrasse_65931,Welschgrabenstrasse_65931.jpeg
178,1.25,8,Juergen-Ponto-Platz_60329,Juergen-Ponto-Platz_60329.jpeg
179,2.375,8,Wilhelm-Koppel-Weg_65934,Wilhelm-Koppel-Weg_65934.jpeg
180,2.2,10,Am_Wetterhahn_60437,Am_Wetterhahn_60437.jpeg
181,1.75,4,Theodor-Heuss-Allee_60327,Theodor-Heuss-Allee_60327.jpeg
182,2.0,6,Unterer_Atzemer_60316,Unterer_Atzemer_60316.jpeg
183,2.142857142857143,7,Johanniskirchplatz_60385,Johanniskirchplatz_60385.jpeg
184,1.0,2,Auf_der_Platte_60435,Auf_der_Platte_60435.jpeg
185,1.0,1,Peter-Henlein-Strasse_60435,Peter-Henlein-Strasse_60435.jpeg
186,1.75,8,Freudenberger_Strasse_60599,Freudenberger_Strasse_60599.jpeg
187,2.3333333333333335,6,Nussbaumstrasse_60385,Nussbaumstrasse_60385.jpeg
188,1.7777777777777777,9,Scheerengasse_60599,Scheerengasse_60599.jpeg
189,2.25,4,Nesselbuschstrasse_60439,Nesselbuschstrasse_60439.jpeg
190,2.5,2,Hinter_der_Krebsmuehle_60439,Hinter_der_Krebsmuehle_60439.jpeg
191,1.3333333333333333,3,Buber-Neumann-Weg_60439,Buber-Neumann-Weg_60439.jpeg
192,1.1666666666666667,12,Friedrich-List-Strasse_60386,Friedrich-List-Strasse_60386.jpeg
193,1.2222222222222223,9,Morsestrasse_60486,Morsestrasse_60486.jpeg
194,2.6,5,Textorstrasse_60596,Textorstrasse_60596.jpeg
195,2.8,5,Hermannspforte_60437,Hermannspforte_60437.jpeg
197,1.0,9,Breitenbachstrasse_60487,Breitenbachstrasse_60487.jpeg
198,2.1,10,Herbartstrasse_60316,Herbartstrasse_60316.jpeg
199,1.0,8,Dreieichstrasse_60594,Dreieichstrasse_60594.jpeg
200,2.2,5,Franz-Kafka-Strasse_60431,Franz-Kafka-Strasse_60431.jpeg
201,1.5,4,Mierendorffstrasse_60320,Mierendorffstrasse_60320.jpeg
202,1.6,5,Ebereschenweg_60433,Ebereschenweg_60433.jpeg
203,1.2,5,Schrimpegasse_60529,Schrimpegasse_60529.jpeg
204,2.857142857142857,7,Westerbachstrasse_65936,Westerbachstrasse_65936.jpeg
205,2.0,6,Howaldtstrasse_60314,Howaldtstrasse_60314.jpeg
206,1.7142857142857142,7,Bachforellenweg_60327,Bachforellenweg_60327.jpeg
207,2.0,3,Leerbachstrasse_60322,Leerbachstrasse_60322.jpeg
208,2.2857142857142856,7,An_der_Wellenburg_60437,An_der_Wellenburg_60437.jpeg
209,2.1666666666666665,6,Haeussermannstrasse_65933,Haeussermannstrasse_65933.jpeg
210,2.75,4,Goldsteinstrasse_60528,Goldsteinstrasse_60528.jpeg
211,1.875,8,Bruchfeldstrasse_60528,Bruchfeldstrasse_60528.jpeg
212,3.0,5,An_der_Seehecke_60386,An_der_Seehecke_60386.jpeg
213,1.6666666666666667,3,Boenstaedter_Strasse_60385,Boenstaedter_Strasse_60385.jpeg
214,1.8,5,Schwedenpfad_65934,Schwedenpfad_65934.jpeg
215,2.0,5,Guerickestrasse_60488,Guerickestrasse_60488.jpeg
216,1.8571428571428572,7,Schleiermacherstrasse_60316,Schleiermacherstrasse_60316.jpeg
217,2.111111111111111,9,Leunastrasse_65929,Leunastrasse_65929.jpeg
218,1.3333333333333333,6,Waldmeisterpfad_65933,Waldmeisterpfad_65933.jpeg
219,1.25,4,Justinuskirchstrasse_65929,Justinuskirchstrasse_65929.jpeg
220,2.5,6,Landgraben_60388,Landgraben_60388.jpeg
221,1.1666666666666667,6,Landauer_Strasse_65934,Landauer_Strasse_65934.jpeg
222,1.6666666666666667,3,Hansenweg_60599,Hansenweg_60599.jpeg
223,3.0,6,Hinterm_Hain_60437,Hinterm_Hain_60437.jpeg
224,1.6,5,Gellertstrasse_60389,Gellertstrasse_60389.jpeg
225,2.0,6,Koelner_Strasse_60327,Koelner_Strasse_60327.jpeg
226,2.5,6,Holbeinsteg_60596,Holbeinsteg_60596.jpeg
227,1.8571428571428572,7,Ruehlstrasse_60433,Ruehlstrasse_60433.jpeg
228,2.1666666666666665,6,Niederraeder_Ufer_60528,Niederraeder_Ufer_60528.jpeg
229,1.25,4,Am_Stiegelschlag_60385,Am_Stiegelschlag_60385.jpeg
230,3.0,5,Auerstrasse_65929,Auerstrasse_65929.jpeg
231,2.75,8,Am_Dornbusch_60320,Am_Dornbusch_60320.jpeg
232,1.3333333333333333,3,Heinz-Raspe-Platz_60314,Heinz-Raspe-Platz_60314.jpeg
233,1.5714285714285714,7,Rehstrasse_65933,Rehstrasse_65933.jpeg
234,1.75,8,Am_Weingarten_60487,Am_Weingarten_60487.jpeg
235,1.5,8,Wichernstrasse_60389,Wichernstrasse_60389.jpeg
236,1.8571428571428572,7,Rembrandtstrasse_60596,Rembrandtstrasse_60596.jpeg
237,2.0,3,Boerneplatz_60311,Boerneplatz_60311.jpeg
238,2.5,6,Luciusstrasse_65929,Luciusstrasse_65929.jpeg
239,2.4,5,Glauburgstrasse_60318,Glauburgstrasse_60318.jpeg
240,2.0,2,Ernst-May-Platz_60385,Ernst-May-Platz_60385.jpeg
241,2.125,16,Sophienstrasse_60487,Sophienstrasse_60487.jpeg
242,1.6666666666666667,3,Paulistrasse_65929,Paulistrasse_65929.jpeg
243,2.5555555555555554,9,Mainzer_Landstrasse_60326,Mainzer_Landstrasse_60326.jpeg
244,2.0,3,Goldammerstrasse_60528,Goldammerstrasse_60528.jpeg
245,1.6,10,Friedrich-Wilhelm-von-Steuben-Strasse_60488,Friedrich-Wilhelm-von-Steuben-Strasse_60488.jpeg
246,2.5,6,Wilhelm-Leuschner-Strasse_60329,Wilhelm-Leuschner-Strasse_60329.jpeg
247,1.8571428571428572,7,Hausener_Obergasse_60488,Hausener_Obergasse_60488.jpeg
248,2.0,6,Theodor-Stern-Kai_60596,Theodor-Stern-Kai_60596.jpeg
249,1.8571428571428572,7,Hainer_Weg_60599,Hainer_Weg_60599.jpeg
250,2.0,3,Im_Trieb_60389,Im_Trieb_60389.jpeg
251,2.7142857142857144,7,Untermainkai_60311,Untermainkai_60311.jpeg
252,2.0,8,Fuellerstrasse_60431,Fuellerstrasse_60431.jpeg
253,1.5,4,Humserstrasse_60320,Humserstrasse_60320.jpeg
254,2.8,5,Kehreinstrasse_65934,Kehreinstrasse_65934.jpeg
255,1.5,6,Honsellbruecke_60314,Honsellbruecke_60314.jpeg
256,1.6,5,Droysenstrasse_60385,Droysenstrasse_60385.jpeg
257,3.3333333333333335,3,Trajanstrasse_60439,Trajanstrasse_60439.jpeg
258,1.5,2,Solmsstrasse_60486,Solmsstrasse_60486.jpeg
259,2.5,8,Graefendeichstrasse_60599,Graefendeichstrasse_60599.jpeg
260,1.875,8,Buchrainplatz_60599,Buchrainplatz_60599.jpeg
261,2.2222222222222223,9,Hasselhorstweg_60599,Hasselhorstweg_60599.jpeg
262,1.4285714285714286,7,Max-Horkheimer-Strasse_60323,Max-Horkheimer-Strasse_60323.jpeg
263,1.8,5,Anspacher_Strasse_60326,Anspacher_Strasse_60326.jpeg
264,1.75,4,Josbacher_Strasse_60326,Josbacher_Strasse_60326.jpeg
265,2.0,3,Ruesterstrasse_60325,Ruesterstrasse_60325.jpeg
266,3.0,5,Leipziger_Strasse_60487,Leipziger_Strasse_60487.jpeg
267,2.5,2,Grosse_Gallusstrasse_60312,Grosse_Gallusstrasse_60312.jpeg
268,1.6153846153846154,13,Garbenstrasse_60327,Garbenstrasse_60327.jpeg
269,3.0,2,Mainkai_60311,Mainkai_60311.jpeg
270,1.3333333333333333,3,Heinrich-Luebke-Strasse_60488,Heinrich-Luebke-Strasse_60488.jpeg
271,2.6666666666666665,3,Grosse_Fischerstrasse_60311,Grosse_Fischerstrasse_60311.jpeg
272,2.3333333333333335,3,Platanenstrasse_65933,Platanenstrasse_65933.jpeg
273,1.9285714285714286,14,Ziegelei-Allee_60488,Ziegelei-Allee_60488.jpeg
274,1.75,4,Vogesenstrasse_60529,Vogesenstrasse_60529.jpeg
275,2.5714285714285716,7,Goethestrasse_60313,Goethestrasse_60313.jpeg
276,2.142857142857143,7,Grosse_Nelkenstrasse_60488,Grosse_Nelkenstrasse_60488.jpeg
277,2.0,5,Feuerbachstrasse_60325,Feuerbachstrasse_60325.jpeg
279,2.3333333333333335,6,Mitscherlichplatz_60323,Mitscherlichplatz_60323.jpeg
280,2.125,8,Battonnstrasse_60311,Battonnstrasse_60311.jpeg
281,2.0,3,Rossertstrasse_60323,Rossertstrasse_60323.jpeg
282,1.8333333333333333,12,Schwalbacher_Strasse_60326,Schwalbacher_Strasse_60326.jpeg
283,2.0,6,Kopernikusstrasse_65929,Kopernikusstrasse_65929.jpeg
284,1.0,1,Zorbachstrasse_60435,Zorbachstrasse_60435.jpeg
285,2.75,4,Ahornstrasse_65933,Ahornstrasse_65933.jpeg
286,1.0,1,Landgrafenstrasse_60487,Landgrafenstrasse_60487.jpeg
287,2.5714285714285716,7,Caecilie-Breckheimer-Platz_60386,Caecilie-Breckheimer-Platz_60386.jpeg
288,1.6666666666666667,6,Gruene_Strasse_60316,Gruene_Strasse_60316.jpeg
289,2.3,10,Albanusstrasse_65929,Albanusstrasse_65929.jpeg
290,1.4285714285714286,7,Kochstrasse_60599,Kochstrasse_60599.jpeg
291,1.25,4,Kobbachstrasse_60433,Kobbachstrasse_60433.jpeg
292,1.5,4,Koenigsteiner_Strasse_65929,Koenigsteiner_Strasse_65929.jpeg
293,1.6666666666666667,6,Eichendorffstrasse_60320,Eichendorffstrasse_60320.jpeg
294,1.6,5,Dorfelder_Strasse_60385,Dorfelder_Strasse_60385.jpeg
295,1.7142857142857142,7,Kleiner_Hirschgraben_60311,Kleiner_Hirschgraben_60311.jpeg
296,2.2857142857142856,7,Roederbergweg_60316,Roederbergweg_60316.jpeg
297,1.6,5,Mailaender_Strasse_60598,Mailaender_Strasse_60598.jpeg
298,1.2,5,Griesheimer_Stadtweg_60327,Griesheimer_Stadtweg_60327.jpeg
299,1.2,5,Jakob-Heller-Strasse_60320,Jakob-Heller-Strasse_60320.jpeg
300,1.6666666666666667,3,Leunabruecke_60529,Leunabruecke_60529.jpeg
301,1.25,12,Im_Sperber_60388,Im_Sperber_60388.jpeg
302,2.0,2,Allerheiligenstrasse_60313,Allerheiligenstrasse_60313.jpeg
303,2.0,3,Leonhardsgasse_60389,Leonhardsgasse_60389.jpeg
304,1.4444444444444444,9,Johannesallee_65929,Johannesallee_65929.jpeg
305,2.5,6,Kurt-Schumacher-Strasse_60311,Kurt-Schumacher-Strasse_60311.jpeg
306,2.0,4,Chattenweg_65929,Chattenweg_65929.jpeg
307,1.8181818181818181,11,Miltenberger_Strasse_60599,Miltenberger_Strasse_60599.jpeg
308,1.5,4,Volgersbrunnenweg_60386,Volgersbrunnenweg_60386.jpeg
309,2.0,4,Auf_der_Lindenhoehe_60433,Auf_der_Lindenhoehe_60433.jpeg
310,1.0,1,Burgholzer_Platz_60433,Burgholzer_Platz_60433.jpeg
311,1.5714285714285714,7,Karl-Gerold-Platz_60594,Karl-Gerold-Platz_60594.jpeg
312,2.375,8,Herborner_Strasse_60439,Herborner_Strasse_60439.jpeg
313,2.8,5,Liebknechtstrasse_65929,Liebknechtstrasse_65929.jpeg
314,2.0,3,Anemonenpfad_65933,Anemonenpfad_65933.jpeg
315,1.0,2,Am_Brennhaus_65933,Am_Brennhaus_65933.jpeg
316,1.4,5,Bischofsweg_60598,Bischofsweg_60598.jpeg
317,1.0,1,In_der_Schildwacht_65933,In_der_Schildwacht_65933.jpeg
318,2.2857142857142856,7,Sinner_Weg_60439,Sinner_Weg_60439.jpeg
319,1.2,10,Sandhofstrasse_60528,Sandhofstrasse_60528.jpeg
320,2.4285714285714284,7,Am_Rebenborn_60388,Am_Rebenborn_60388.jpeg
321,2.4,5,Carl-von-Noorden-Platz_60596,Carl-von-Noorden-Platz_60596.jpeg
322,1.8181818181818181,11,Mainluststrasse_60329,Mainluststrasse_60329.jpeg
323,2.0,4,Landvogtstrasse_60320,Landvogtstrasse_60320.jpeg
324,2.25,4,Martin-Weber-Platz_60385,Martin-Weber-Platz_60385.jpeg
325,1.5,2,Pfingstbrunnenstrasse_60486,Pfingstbrunnenstrasse_60486.jpeg
326,1.6666666666666667,9,Marienstrasse_60329,Marienstrasse_60329.jpeg
327,2.111111111111111,9,Koenigswarterstrasse_60316,Koenigswarterstrasse_60316.jpeg
328,2.111111111111111,9,Lia-Woehr-Platz_60327,Lia-Woehr-Platz_60327.jpeg
329,1.375,8,An_der_Bitz_60488,An_der_Bitz_60488.jpeg
